shipping_mode,order_region,market,category_name,department_name,customer_segment,payment_type,days_for_shipment_scheduled,order_item_quantity,order_item_discount_rate,order_item_product_price,sales,revenue_per_unit,is_weekend_order,has_discount,order_hour,order_month,market_risk_score,region_risk_score,mode_risk_score,late_delivery_risk
Same Day,Northern Areas,Federal,Medical Supplies,Health,Consumer,PAYMENT,1,3,0.027,85978.31,250970.69,83656.9,1,1,2,11,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Same Day,Urban Sindh,Sindh,Fitness Equipment,Sports,Consumer,DEBIT,1,1,0.105,268911.52,240675.81,240675.81,0,1,2,9,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Standard Class,Urban Sindh,Sindh,Medical Supplies,Health,Home Office,CASH,7,4,0.058,238895.62,900158.7,225039.68,1,1,9,8,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Standard Class,Urban Sindh,Sindh,Women's Fashion,Clothing,Consumer,DEBIT,6,4,0.07,193984.58,721622.64,180405.66,0,1,17,1,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Same Day,Urban Sindh,Sindh,Beverages,Food,Home Office,TRANSFER,1,2,0.274,134425.94,195186.46,97593.23,0,1,5,1,0.5224103055466837,0.522814498933902,0.4316920322291853,1
First Class,Urban Sindh,Sindh,Fitness Equipment,Sports,Corporate,CASH,3,3,0.014,268911.52,795440.28,265146.76,1,1,2,9,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Second Class,Rural Sindh,Sindh,Vitamins,Health,Consumer,DEBIT,3,5,0.051,182837.42,867563.56,173512.71,0,1,17,12,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
First Class,South KPK,KPK,Tools & Equipment,Automotive,Corporate,CASH,3,2,0.129,80600.94,140406.84,70203.42,0,1,14,11,0.5953805774278215,0.5967233774417139,0.5351926799225761,0
Second Class,Rural Sindh,Sindh,Men's Fashion,Clothing,Corporate,CASH,3,4,0.275,174788.06,506885.37,126721.34,0,1,12,4,0.5224103055466837,0.5220072294280247,0.6605610122997965,0
Second Class,Rural Sindh,Sindh,Outdoor Sports,Sports,Home Office,DEBIT,4,4,0.19,34094.59,110466.47,27616.62,1,1,20,5,0.5224103055466837,0.5220072294280247,0.6605610122997965,1
First Class,Rural Sindh,Sindh,Car Accessories,Automotive,Corporate,DEBIT,2,2,0.066,289499.94,540785.89,270392.94,0,1,21,6,0.5224103055466837,0.5220072294280247,0.5351926799225761,1
Standard Class,Northern Areas,Federal,Beverages,Food,Corporate,TRANSFER,7,3,0.295,124571.99,263469.76,87823.25,0,1,22,9,0.7340503544365681,0.7303862035462716,0.7366829702089818,1
Standard Class,South Balochistan,Balochistan,Kitchen,Home & Garden,Corporate,DEBIT,6,1,0.149,77367.86,65840.05,65840.05,0,1,4,6,0.6475729301995985,0.6395294117647059,0.7366829702089818,0
Same Day,South KPK,KPK,Garden Tools,Home & Garden,Home Office,TRANSFER,0,1,0.175,67932.0,56043.9,56043.9,0,1,18,9,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Second Class,South Punjab,Punjab,Mobiles & Tablets,Electronics,Consumer,PAYMENT,4,1,0.031,139919.35,135581.85,135581.85,0,1,22,12,0.4820809248554913,0.487797147385103,0.6605610122997965,0
Same Day,North KPK,KPK,Cameras,Electronics,Consumer,DEBIT,0,5,0.084,34102.39,156188.95,31237.79,0,1,1,8,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Same Day,North KPK,KPK,Tools & Equipment,Automotive,Consumer,TRANSFER,1,2,0.233,96526.15,148071.11,74035.55,0,1,14,6,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Standard Class,South Punjab,Punjab,Movies & TV,Books & Media,Home Office,PAYMENT,5,2,0.342,112875.81,148544.57,74272.28,0,1,7,10,0.4820809248554913,0.487797147385103,0.7366829702089818,1
Second Class,North Balochistan,Balochistan,Grocery,Food,Corporate,DEBIT,3,2,0.321,14363.6,19505.77,9752.88,0,1,17,6,0.6475729301995985,0.655679392933365,0.6605610122997965,0
Standard Class,Urban Sindh,Sindh,Laptops,Electronics,Consumer,TRANSFER,7,5,0.3,11365.0,39777.5,7955.5,0,1,2,12,0.5224103055466837,0.522814498933902,0.7366829702089818,0
Same Day,Urban Sindh,Sindh,Men's Fashion,Clothing,Home Office,DEBIT,1,1,0.194,26953.43,21724.46,21724.46,0,1,3,2,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Same Day,North Balochistan,Balochistan,GPS & Navigation,Automotive,Corporate,DEBIT,1,3,0.058,133145.25,376268.48,125422.83,0,1,2,8,0.6475729301995985,0.655679392933365,0.4316920322291853,1
First Class,North Balochistan,Balochistan,Outdoor Sports,Sports,Consumer,DEBIT,2,5,0.084,44402.64,203364.09,40672.82,0,1,4,5,0.6475729301995985,0.655679392933365,0.5351926799225761,0
Same Day,Urban Sindh,Sindh,Cameras,Electronics,Corporate,PAYMENT,0,3,0.332,42546.33,85262.85,28420.95,0,1,18,11,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Standard Class,Capital Territory,Federal,Fitness Equipment,Sports,Home Office,DEBIT,6,1,0.068,107180.68,99892.39,99892.39,0,1,10,9,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
Second Class,North KPK,KPK,Kitchen,Home & Garden,Corporate,TRANSFER,3,2,0.288,7678.26,10933.84,5466.92,0,1,23,6,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
First Class,Urban Sindh,Sindh,Beverages,Food,Home Office,TRANSFER,2,3,0.185,124571.99,304578.52,101526.17,0,1,23,3,0.5224103055466837,0.522814498933902,0.5351926799225761,0
Standard Class,North KPK,KPK,Cameras,Electronics,Corporate,DEBIT,6,2,0.172,95587.92,158293.6,79146.8,0,1,7,7,0.5953805774278215,0.5940386230058774,0.7366829702089818,0
Standard Class,North Punjab,Punjab,Audio,Electronics,Home Office,CASH,7,1,0.066,43788.22,40898.2,40898.2,0,1,6,3,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Second Class,North KPK,KPK,Accessories,Clothing,Consumer,PAYMENT,3,5,0.223,74716.69,290274.34,58054.87,1,1,4,11,0.5953805774278215,0.5940386230058774,0.6605610122997965,0
Second Class,South Balochistan,Balochistan,Women's Fashion,Clothing,Consumer,CASH,5,5,0.184,255851.57,1043874.41,208774.88,0,1,22,11,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
Same Day,Urban Sindh,Sindh,Outdoor Sports,Sports,Corporate,CASH,1,3,0.055,49678.32,140838.04,46946.01,1,1,8,1,0.5224103055466837,0.522814498933902,0.4316920322291853,0
First Class,South Punjab,Punjab,Fitness Equipment,Sports,Corporate,PAYMENT,2,1,0.308,268911.52,186086.77,186086.77,0,1,5,4,0.4820809248554913,0.487797147385103,0.5351926799225761,0
Second Class,Central Punjab,Punjab,Movies & TV,Books & Media,Consumer,TRANSFER,5,5,0.202,27062.04,107977.54,21595.51,0,1,2,3,0.4820809248554913,0.479179810725552,0.6605610122997965,0
First Class,North Balochistan,Balochistan,Footwear,Clothing,Consumer,PAYMENT,3,1,0.096,153281.36,138566.35,138566.35,0,1,21,5,0.6475729301995985,0.655679392933365,0.5351926799225761,1
First Class,Northern Areas,Federal,Outdoor Sports,Sports,Corporate,DEBIT,3,4,0.067,159431.46,594998.21,148749.55,0,1,20,1,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Same Day,Capital Territory,Federal,Audio,Electronics,Corporate,PAYMENT,1,3,0.107,123693.12,331373.87,110457.96,0,1,13,2,0.7340503544365681,0.7377613776137761,0.4316920322291853,0
First Class,Capital Territory,Federal,Outdoor Sports,Sports,Home Office,PAYMENT,3,1,0.329,213324.72,143140.89,143140.89,1,1,3,2,0.7340503544365681,0.7377613776137761,0.5351926799225761,1
Same Day,North Punjab,Punjab,Books,Books & Media,Corporate,PAYMENT,0,5,0.274,268369.09,974179.8,194835.96,0,1,11,11,0.4820809248554913,0.4793103448275862,0.4316920322291853,0
Second Class,South KPK,KPK,Fitness Equipment,Sports,Home Office,DEBIT,4,5,0.23,92928.82,357775.96,71555.19,1,1,16,12,0.5953805774278215,0.5967233774417139,0.6605610122997965,0
Standard Class,North Punjab,Punjab,Men's Fashion,Clothing,Consumer,DEBIT,7,2,0.151,33280.22,56509.81,28254.9,0,1,14,10,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Same Day,North Balochistan,Balochistan,Medical Supplies,Health,Home Office,PAYMENT,0,1,0.163,259321.65,217052.22,217052.22,0,1,11,5,0.6475729301995985,0.655679392933365,0.4316920322291853,1
Second Class,Urban Sindh,Sindh,Laptops,Electronics,Corporate,TRANSFER,4,3,0.276,295920.36,642739.02,214246.34,0,1,14,10,0.5224103055466837,0.522814498933902,0.6605610122997965,1
First Class,Capital Territory,Federal,Laptops,Electronics,Corporate,DEBIT,2,4,0.245,75482.21,227956.27,56989.07,0,1,23,8,0.7340503544365681,0.7377613776137761,0.5351926799225761,0
Second Class,Northern Areas,Federal,Footwear,Clothing,Consumer,TRANSFER,5,1,0.116,242050.71,213972.83,213972.83,0,1,3,3,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Second Class,South Punjab,Punjab,Women's Fashion,Clothing,Corporate,TRANSFER,3,3,0.164,18205.1,45658.39,15219.46,1,1,22,7,0.4820809248554913,0.487797147385103,0.6605610122997965,1
First Class,North Balochistan,Balochistan,Vitamins,Health,Home Office,DEBIT,3,5,0.061,226322.55,1062584.37,212516.87,0,1,2,6,0.6475729301995985,0.655679392933365,0.5351926799225761,0
Standard Class,Urban Sindh,Sindh,Personal Care,Health,Consumer,PAYMENT,6,1,0.288,155554.17,110754.57,110754.57,0,1,23,6,0.5224103055466837,0.522814498933902,0.7366829702089818,0
Standard Class,North Punjab,Punjab,Mobiles & Tablets,Electronics,Consumer,PAYMENT,5,2,0.163,253098.45,423686.81,211843.4,0,1,5,12,0.4820809248554913,0.4793103448275862,0.7366829702089818,1
Second Class,South KPK,KPK,Medical Supplies,Health,Consumer,PAYMENT,4,2,0.111,238618.17,424263.11,212131.56,0,1,16,11,0.5953805774278215,0.5967233774417139,0.6605610122997965,1
Same Day,South Balochistan,Balochistan,Personal Care,Health,Corporate,DEBIT,0,4,0.208,244138.63,773431.18,193357.8,0,1,5,7,0.6475729301995985,0.6395294117647059,0.4316920322291853,0
Standard Class,South Balochistan,Balochistan,Grocery,Food,Home Office,CASH,5,1,0.116,105840.25,93562.78,93562.78,0,1,3,11,0.6475729301995985,0.6395294117647059,0.7366829702089818,1
Same Day,Urban Sindh,Sindh,Movies & TV,Books & Media,Consumer,CASH,1,3,0.321,294748.02,600401.72,200133.91,1,1,21,7,0.5224103055466837,0.522814498933902,0.4316920322291853,0
Second Class,Northern Areas,Federal,Grocery,Food,Corporate,PAYMENT,3,5,0.16,164558.49,691145.66,138229.13,0,1,12,3,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Standard Class,Central Punjab,Punjab,Tools & Equipment,Automotive,Home Office,CASH,6,5,0.181,238684.96,977414.91,195482.98,0,1,19,11,0.4820809248554913,0.479179810725552,0.7366829702089818,0
Same Day,Northern Areas,Federal,Footwear,Clothing,Corporate,CASH,1,5,0.236,95871.45,366228.94,73245.79,0,1,23,3,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Second Class,Northern Areas,Federal,Garden Tools,Home & Garden,Consumer,CASH,4,2,0.25,141417.31,212125.96,106062.98,0,1,19,6,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
First Class,South Punjab,Punjab,Audio,Electronics,Corporate,PAYMENT,3,3,0.008,245166.19,729614.58,243204.86,0,1,4,12,0.4820809248554913,0.487797147385103,0.5351926799225761,0
First Class,North KPK,KPK,Car Accessories,Automotive,Home Office,DEBIT,3,5,0.257,181525.66,674367.83,134873.57,1,1,0,1,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
Second Class,Northern Areas,Federal,Men's Fashion,Clothing,Corporate,TRANSFER,5,2,0.319,255677.04,348232.13,174116.06,0,1,16,9,0.7340503544365681,0.7303862035462716,0.6605610122997965,1
Standard Class,South KPK,KPK,GPS & Navigation,Automotive,Corporate,TRANSFER,7,3,0.082,247724.23,682232.53,227410.84,0,1,7,10,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Same Day,North KPK,KPK,Fitness Equipment,Sports,Corporate,CASH,0,1,0.115,278047.13,246071.71,246071.71,0,1,21,3,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Second Class,North Balochistan,Balochistan,Car Accessories,Automotive,Home Office,PAYMENT,3,2,0.162,106039.18,177721.67,88860.84,0,1,7,6,0.6475729301995985,0.655679392933365,0.6605610122997965,0
Same Day,North Balochistan,Balochistan,Fitness Equipment,Sports,Corporate,DEBIT,1,3,0.014,206175.2,609866.24,203288.75,0,1,17,4,0.6475729301995985,0.655679392933365,0.4316920322291853,1
Second Class,Urban Sindh,Sindh,Garden Tools,Home & Garden,Home Office,PAYMENT,5,1,0.077,119181.2,110004.25,110004.25,1,1,21,7,0.5224103055466837,0.522814498933902,0.6605610122997965,0
Same Day,South KPK,KPK,Mobiles & Tablets,Electronics,Corporate,DEBIT,0,4,0.096,107198.77,387630.75,96907.69,1,1,8,4,0.5953805774278215,0.5967233774417139,0.4316920322291853,0
Second Class,Capital Territory,Federal,Garden Tools,Home & Garden,Consumer,TRANSFER,3,3,0.022,109129.83,320186.92,106728.97,1,1,5,12,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Standard Class,North Punjab,Punjab,Cameras,Electronics,Corporate,PAYMENT,5,5,0.313,234940.24,807019.72,161403.94,0,1,22,10,0.4820809248554913,0.4793103448275862,0.7366829702089818,0
Second Class,Central Punjab,Punjab,Personal Care,Health,Corporate,TRANSFER,3,1,0.242,272219.5,206342.38,206342.38,0,1,2,6,0.4820809248554913,0.479179810725552,0.6605610122997965,1
Standard Class,Central Punjab,Punjab,Medical Supplies,Health,Consumer,PAYMENT,6,5,0.031,284124.84,1230612.4494,246122.49,0,1,21,9,0.4820809248554913,0.479179810725552,0.7366829702089818,1
First Class,Urban Sindh,Sindh,GPS & Navigation,Automotive,Corporate,DEBIT,2,4,0.085,156728.84,573627.55,143406.89,1,1,17,5,0.5224103055466837,0.522814498933902,0.5351926799225761,0
First Class,Central Punjab,Punjab,Vitamins,Health,Corporate,PAYMENT,3,1,0.027,292680.63,284778.25,284778.25,1,1,13,8,0.4820809248554913,0.479179810725552,0.5351926799225761,1
Standard Class,Capital Territory,Federal,Audio,Electronics,Consumer,TRANSFER,7,1,0.216,168820.64,132355.38,132355.38,0,1,20,10,0.7340503544365681,0.7377613776137761,0.7366829702089818,1
First Class,South Balochistan,Balochistan,Laptops,Electronics,Consumer,CASH,2,2,0.018,121500.36,238626.71,119313.36,0,1,19,2,0.6475729301995985,0.6395294117647059,0.5351926799225761,0
Standard Class,South KPK,KPK,Grocery,Food,Consumer,DEBIT,7,5,0.109,2958.47,13179.98,2636.0,0,1,14,10,0.5953805774278215,0.5967233774417139,0.7366829702089818,0
Same Day,Northern Areas,Federal,Movies & TV,Books & Media,Home Office,CASH,0,5,0.159,296687.86,1230612.4494,246122.49,0,1,23,8,0.7340503544365681,0.7303862035462716,0.4316920322291853,1
Same Day,Northern Areas,Federal,Team Sports,Sports,Home Office,PAYMENT,1,2,0.287,123483.52,176087.5,88043.75,0,1,22,5,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Second Class,North KPK,KPK,Car Accessories,Automotive,Home Office,PAYMENT,4,1,0.035,50266.11,48506.8,48506.8,1,1,16,3,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
Standard Class,Rural Sindh,Sindh,Women's Fashion,Clothing,Corporate,PAYMENT,4,4,0.192,105322.16,340401.22,85100.3,0,1,23,8,0.5224103055466837,0.5220072294280247,0.7366829702089818,1
First Class,Rural Sindh,Sindh,Mobiles & Tablets,Electronics,Corporate,PAYMENT,3,5,0.18,291792.71,1196350.11,239270.02,0,1,18,10,0.5224103055466837,0.5220072294280247,0.5351926799225761,0
Second Class,North KPK,KPK,Medical Supplies,Health,Home Office,TRANSFER,5,4,0.177,60188.74,198141.33,49535.33,0,1,20,6,0.5953805774278215,0.5940386230058774,0.6605610122997965,1
First Class,North KPK,KPK,Laptops,Electronics,Corporate,CASH,2,2,0.09,11365.0,20684.3,10342.15,0,1,10,6,0.5953805774278215,0.5940386230058774,0.5351926799225761,1
First Class,Northern Areas,Federal,Fitness Equipment,Sports,Corporate,PAYMENT,2,3,0.33,178071.81,357924.34,119308.11,1,1,22,6,0.7340503544365681,0.7303862035462716,0.5351926799225761,1
Standard Class,North Balochistan,Balochistan,Mobiles & Tablets,Electronics,Home Office,PAYMENT,6,2,0.025,138897.81,270850.73,135425.36,1,1,2,5,0.6475729301995985,0.655679392933365,0.7366829702089818,1
First Class,South Balochistan,Balochistan,Audio,Electronics,Consumer,CASH,2,5,0.312,168820.64,580743.0,116148.6,1,1,19,10,0.6475729301995985,0.6395294117647059,0.5351926799225761,1
Standard Class,Urban Sindh,Sindh,Tools & Equipment,Automotive,Home Office,PAYMENT,6,3,0.34,158477.8,313786.04,104595.35,1,1,10,8,0.5224103055466837,0.522814498933902,0.7366829702089818,1
Same Day,Central Punjab,Punjab,Car Accessories,Automotive,Consumer,TRANSFER,0,3,0.252,106039.18,237951.92,79317.31,0,1,21,11,0.4820809248554913,0.479179810725552,0.4316920322291853,0
Standard Class,North Balochistan,Balochistan,Team Sports,Sports,Consumer,CASH,6,4,0.129,32055.07,111679.86,27919.96,0,1,2,8,0.6475729301995985,0.655679392933365,0.7366829702089818,1
Standard Class,North KPK,KPK,Tools & Equipment,Automotive,Corporate,PAYMENT,4,1,0.028,52157.88,50697.46,50697.46,0,1,6,10,0.5953805774278215,0.5940386230058774,0.7366829702089818,1
Same Day,Rural Sindh,Sindh,Personal Care,Health,Home Office,TRANSFER,1,2,0.119,74725.28,131665.94,65832.97,0,1,23,3,0.5224103055466837,0.5220072294280247,0.4316920322291853,1
Second Class,South Balochistan,Balochistan,Team Sports,Sports,Corporate,CASH,4,1,0.283,84116.71,60311.68,60311.68,0,1,22,6,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
Same Day,South Punjab,Punjab,Footwear,Clothing,Corporate,CASH,1,4,0.04,40755.69,156501.85,39125.46,1,1,12,5,0.4820809248554913,0.487797147385103,0.4316920322291853,0
Same Day,Northern Areas,Federal,Team Sports,Sports,Consumer,TRANSFER,0,2,0.079,180510.84,332500.97,166250.48,0,1,18,7,0.7340503544365681,0.7303862035462716,0.4316920322291853,0
Standard Class,Rural Sindh,Sindh,Audio,Electronics,Corporate,TRANSFER,6,4,0.157,38422.53,129560.77,32390.19,1,1,15,2,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
Same Day,North KPK,KPK,Beverages,Food,Corporate,PAYMENT,0,1,0.129,124571.99,108502.2,108502.2,1,1,13,1,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Same Day,Capital Territory,Federal,Tools & Equipment,Automotive,Consumer,CASH,1,4,0.038,147874.89,569022.58,142255.64,0,1,20,1,0.7340503544365681,0.7377613776137761,0.4316920322291853,0
Standard Class,Rural Sindh,Sindh,Accessories,Clothing,Home Office,PAYMENT,6,2,0.298,160323.72,225094.5,112547.25,0,1,13,9,0.5224103055466837,0.5220072294280247,0.7366829702089818,0
Same Day,North Balochistan,Balochistan,Books,Books & Media,Consumer,CASH,1,2,0.144,115723.32,198118.32,99059.16,0,1,20,6,0.6475729301995985,0.655679392933365,0.4316920322291853,0
Second Class,South Balochistan,Balochistan,Music,Books & Media,Home Office,PAYMENT,5,4,0.265,170986.74,502701.02,125675.26,0,1,15,4,0.6475729301995985,0.6395294117647059,0.6605610122997965,0
Same Day,Northern Areas,Federal,Car Accessories,Automotive,Consumer,TRANSFER,0,4,0.22,241690.11,754073.14,188518.28,0,1,13,6,0.7340503544365681,0.7303862035462716,0.4316920322291853,1
Standard Class,South KPK,KPK,Garden Tools,Home & Garden,Home Office,DEBIT,5,3,0.254,38625.99,86444.97,28814.99,1,1,22,4,0.5953805774278215,0.5967233774417139,0.7366829702089818,1
Same Day,South Punjab,Punjab,Furniture,Home & Garden,Home Office,CASH,1,1,0.009,42011.45,41633.35,41633.35,0,1,3,5,0.4820809248554913,0.487797147385103,0.4316920322291853,0
Second Class,Capital Territory,Federal,Music,Books & Media,Corporate,TRANSFER,3,1,0.123,67761.43,59426.77,59426.77,0,1,0,10,0.7340503544365681,0.7377613776137761,0.6605610122997965,1
Standard Class,Urban Sindh,Sindh,Men's Fashion,Clothing,Consumer,PAYMENT,6,5,0.141,19417.86,83399.71,16679.94,0,1,21,1,0.5224103055466837,0.522814498933902,0.7366829702089818,1
First Class,Central Punjab,Punjab,Laptops,Electronics,Consumer,PAYMENT,3,1,0.07,293364.58,272829.06,272829.06,0,1,12,3,0.4820809248554913,0.479179810725552,0.5351926799225761,1
Same Day,North KPK,KPK,Tools & Equipment,Automotive,Consumer,CASH,0,1,0.18,273330.12,224130.7,224130.7,0,1,9,1,0.5953805774278215,0.5940386230058774,0.4316920322291853,0
Same Day,Rural Sindh,Sindh,Furniture,Home & Garden,Corporate,TRANSFER,1,2,0.176,195998.78,323005.99,161503.0,0,1,5,4,0.5224103055466837,0.5220072294280247,0.4316920322291853,0
Second Class,South Punjab,Punjab,Snacks,Food,Consumer,CASH,4,5,0.317,195913.34,669044.06,133808.81,0,1,21,6,0.4820809248554913,0.487797147385103,0.6605610122997965,0
Standard Class,Central Punjab,Punjab,Accessories,Clothing,Home Office,PAYMENT,4,3,0.278,55478.98,120167.47,40055.82,0,1,12,9,0.4820809248554913,0.479179810725552,0.7366829702089818,1
Same Day,South Balochistan,Balochistan,Laptops,Electronics,Home Office,TRANSFER,1,1,0.144,295920.36,253307.83,253307.83,0,1,3,1,0.6475729301995985,0.6395294117647059,0.4316920322291853,1
